Route,Route Type,numero_vuelo,NB/WB,Flt Desg,Eff Date,Dis Date,Freq,Fleet,Equip,Service Type,Dept Arp,Dept Time,Arvl Arp,Arrv Time,Saleable config.,demora,TA,BU,owner,Provider Catering,Centralized Cat,Icebridge,Cycle_BC/PE,Cycle_YC,Cycle_Crew,bc_serv_1,bc_serv_2,bc_serv_3,pe_serv_1,pe_serv_2,yc_serv_1,yc_serv_2,yc_serv_3,yc_serv_4,crew_serv_1,crew_serv_2,crew_serv_3,crew_serv_4,"Provider
APV","Type
APV",Centralized APV,"Service
Bar",type_pdto,Cod_letter_triptico,PRINT,BOARDING,ttl_wkly_freq,mon,tue,wed,thu,fri,sat,sun,30-sept-24,31-oct-24,30-nov-24,31-dic-24,31-ene-25,Docs prov.,1,2,3,4,5,Config. Supply Planning,Dept Arp type,Provider Catering type,BC_PE rule group,BC_PE rule,YC rule group,YC rule,TC rule group,TC rule
CUNLIM,Leisure,LA2291,NB,LA2459,1/27/2025,1/31/2025,12345..,320,328,J,CUN,3:40:00 p. m.,LIM,8:55:00 p. m.,W8Y168,5:15:00,,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDR,0,0,0,HLDE,SS00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,5,X,X,X,X,X,,,0,0,0,0,5,LIM,0,0,0,0,0,W12Y162,Caterer,HUB,PCM03,PCM03-4,YNM04,YNM04-3,TCLPM02B,TCLPM02-3
GRUSCL,Corporate,LA8097,NB,LA8096,1/27/2025,1/31/2025,1.345..,321,31R,J,GRU,3:55:00 p. m.,SCL,8:10:00 p. m.,W16Y200,4:15:00,12:55:00 a. m.,REG,JJ,GRU,No,No,CV,CV,CV,0,0,0,SSPY,0,HLD2,0,0,0,HLDE,SS00,0,0,GRU,SH,Yes,PEC,TRIP PEC,GRU-SSPY-0-CV-TRIP PEC,GRU,GRU,4,X,,X,X,X,,,0,0,0,0,4,GRU,0,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-4,YNM04B,YNM04B-3,TCJJM02,TCJJM02-4
SJOLIM,Leisure,LA2190,NB,LA2409,1/27/2025,1/30/2025,1..4...,319,319,J,SJO,5:00:00 p. m.,LIM,9:40:00 p. m.,W12Y126,3:40:00,,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDR,0,0,0,HLDE,SS00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,2,X,,,X,,,,0,0,0,0,2,LIM,0,0,0,0,0,W12Y126,Station,HUB,PCM03,PCM03-4,YNM04,YNM04-3,TCLPM02,TCLPM02-6
AEPLIM,Leisure,,NB,LA2381,1/27/2025,1/31/2025,12345..,320,328,J,AEP,5:05:00 p. m.,LIM,7:50:00 p. m.,W12Y162,4:45:00,,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDR,0,0,0,HLDE,SS00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,5,X,X,X,X,X,,,0,0,0,0,5,LIM,0,0,0,0,0,W12Y162,Station,HUB,PCM03,PCM03-4,YNM04,YNM04-3,TCLPM02,TCLPM02-6
CTGLIM,Leisure,LA2406,NB,LA2391,1/27/2025,1/31/2025,12345..,320,328,J,CTG,5:15:00 p. m.,LIM,8:55:00 p. m.,W8Y168,3:40:00,4:05:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDR,0,0,0,HLDE,SS00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,5,X,X,X,X,X,,,0,0,0,0,5,LIM,0,0,0,0,0,W12Y162,Station,HUB,PCM03,PCM03-4,YNM04,YNM04-3,TCLPM02,TCLPM02-6
CUNLIM,Leisure,LA2465,NB,LA2455,1/27/2025,1/30/2025,1234...,320,328,J,CUN,5:20:00 p. m.,LIM,10:35:00 p. m.,W8Y168,5:15:00,1:15:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDR,0,0,0,HLDE,SS00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,4,X,X,X,X,,,,0,0,0,0,4,LIM,0,0,0,0,0,W12Y162,Caterer,HUB,PCM03,PCM03-4,YNM04,YNM04-3,TCLPM02B,TCLPM02-6
PUJLIM,Leisure,LA2182,NB,LA2453,1/27/2025,1/31/2025,12.45..,320,328,J,PUJ,5:30:00 p. m.,LIM,9:25:00 p. m.,W8Y168,4:55:00,,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDR,0,0,0,HLDE,SS00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,4,X,X,,X,X,,,0,0,0,0,4,LIM,0,0,0,0,0,W12Y162,Station,HUB,PCM03,PCM03-4,YNM04,YNM04-3,TCLPM02B,TCLPM02-6
MDELIM,Leisure,LA2420,NB,LA2393,1/27/2025,1/31/2025,123.5..,320,328,J,MDE,6:25:00 p. m.,LIM,9:30:00 p. m.,W12Y162,3:05:00,2:20:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CD,0,0,0,CSPY,0,SPM2,0,0,0,HLDE,BF00,0,0,LIM,LR,Yes,0,0,0,0,0,4,X,X,X,,X,,,0,0,0,0,4,LIM,0,0,0,0,0,W12Y162,Caterer,HUB,PCM02,PCM02-4,YNM02,YNM02-3,TCLPM01,TCLPM01-3
SCLGRU,Corporate,LA8030,NB,LA8037,1/27/2025,1/31/2025,1.3.5..,320,328,J,SCL,6:40:00 p. m.,GRU,10:40:00 p. m.,W16Y156,4:00:00,1:00:00 a. m.,REG,JJ,SCL,No,No,CV,CV,CV,0,0,0,SSPY,0,HLD2,0,0,0,HLDE,SS00,0,0,GRU,SH,Yes,PEC,TRIP PEC,SCL-SSPY-0-CV-TRIP PEC,GRU,GRU,3,X,,X,,X,,,0,0,0,0,3,GRU,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-4,YNM04B,YNM04B-3,TCJJM02,TCJJM02-4
BOGLIM,Leisure,LA2270,NB,LA2387,1/27/2025,1/29/2025,1.3....,320,328,J,BOG,6:45:00 p. m.,LIM,9:45:00 p. m.,W8Y168,3:00:00,,REG,LP,LIM,Yes,Yes,CV,CV,CD,0,0,0,CSPY,0,SPM2,0,0,0,HLDE,BF00,0,0,LIM,LR,Yes,0,0,0,0,0,2,X,,X,,,,,0,0,0,0,2,LIM,0,0,0,0,0,W12Y162,OP HUB,HUB,PCM02,PCM02-4,YNM02,YNM02-3,TCLPM01,TCLPM01-3
CCSLIM,Leisure,LA2251,NB,LA2449,1/27/2025,1/31/2025,1.345..,319,319,J,CCS,6:50:00 p. m.,LIM,9:55:00 p. m.,W12Y126,4:05:00,,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDR,0,0,0,HLDE,SS00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,4,X,,X,X,X,,,0,0,0,0,4,LIM,0,0,0,0,0,W12Y126,Station,HUB,PCM03,PCM03-4,YNM04,YNM04-3,TCLPM02,TCLPM02-6
GRULIM,Corporate,LA8005,NB,LA8039,1/27/2025,1/27/2025,1......,320,32S,J,GRU,7:40:00 p. m.,LIM,10:45:00 p. m.,W12Y162,5:05:00,1:20:00 a. m.,REG,JJ,GRU,No,No,CV,CV,CV,0,0,0,HDL0,0,HLD2,0,0,0,HLDL,SS00,0,0,GRU,SH,Yes,PEC,TRIP PEC,GRU-HDL0-0-CV-TRIP PEC,GRU,GRU,1,X,,,,,,,0,0,0,0,1,GRU,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-5,YNM04B,YNM04B-3,TCJJM02,TCJJM02-4
AEPLIM,Leisure,LA2205,NB,LA2368,1/27/2025,1/31/2025,12345..,320,328,J,AEP,8:00:00 p. m.,LIM,10:45:00 p. m.,W12Y162,4:45:00,,REG,LP,LIM,Yes,Yes,CD,CV,CD,0,0,0,HDL0,0,HLDR,0,0,0,HLDL,SS00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-HDL0-0-CD-TRIP PEL,LIM,LIM,5,X,X,X,X,X,,,0,0,0,0,5,LIM,0,0,0,0,0,W12Y162,Station,HUB,PCM03,PCM03-5,YNM04,YNM04-3,TCLPM02,TCLPM02-6
LIMEZE,Leisure,LA2376,NB,LA2375,1/27/2025,1/29/2025,1.3....,320,328,J,LIM,8:25:00 p. m.,EZE,2:45:00 a. m.,W12Y162,4:20:00,1:10:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,HDL0,0,HLDE,0,0,0,HLDL,BF00,0,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-HDL0-0-CV-TRIP PEL,LIM,LIM,2,X,,X,,,,,0,0,0,0,2,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-5,YNM04,YNM04-3,TCLPM01B,TCLPM01B-3
SCLGRU,Corporate,LA8004,NB,LA8097,1/27/2025,1/31/2025,1.345..,321,31R,J,SCL,9:05:00 p. m.,GRU,1:05:00 a. m.,W16Y200,4:00:00,2:50:00 a. m.,REG,JJ,SCL,No,No,CV,CV,CV,0,0,0,HDL0,0,HLD2,0,0,0,HLDL,SS00,0,0,GRU,SH,Yes,PEC,TRIP PEC,SCL-HDL0-0-CV-TRIP PEC,GRU,GRU,4,X,,X,X,X,,,0,0,0,0,4,GRU,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-5,YNM04B,YNM04B-3,TCJJM02,TCJJM02-4
GRUEZE,Corporate,LA8137,NB,LA8136,1/27/2025,1/30/2025,1..4...,321,31R,J,GRU,9:45:00 p. m.,EZE,12:50:00 a. m.,W12Y206,3:05:00,6:30:00 a. m.,REG,JJ,GRU,Yes,Yes,CV,CV,CV,0,0,0,CDL0,0,SPM2,0,0,0,HLDE,0,0,0,GRU,LR,Yes,0,0,0,0,0,2,X,,,X,,,,0,0,0,0,2,GRU,0,0,0,0,0,W12Y206,HUB,HUB,PCM02,PCM02-5,YNM02,YNM02-3,TCJJM01,TCJJM01-6
LIMSCL,Corporate,LA2370,NB,LA2371,1/27/2025,1/30/2025,1.34...,319,319,J,LIM,10:55:00 p. m.,SCL,4:30:00 a. m.,W16Y120,3:35:00,12:45:00 a. m.,REG,LP,LIM,No,No,CV,CV,CV,0,0,0,HDL0,0,HLD2,0,0,0,HLDL,BF00,0,0,LIM,SH,No,PEC,TRIP PEC,LIM-HDL0-0-CV-TRIP PEC,LIM,LIM,3,X,,X,X,,,,0,0,0,0,3,LIM,0,0,0,0,0,W12Y126,HUB,HUB,PCM03,PCM03-5,YNM04B,YNM04B-3,TCLPM01,TCLPM01-3
LIMGIG,Leisure,LA2405,NB,LA2404,1/27/2025,1/31/2025,123.5..,320,328,J,LIM,11:15:00 p. m.,GIG,6:35:00 a. m.,W12Y162,5:20:00,12:50:00 a. m.,REG,LP,LIM,No,No,CV,CV,CV,0,0,0,SSPY,SNK4,HLDE,SPM2,0,0,HLDE,HB00,BF00,0,LIM,SH,No,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,4,X,X,X,,X,,,0,0,0,0,4,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM04,PCM04-6,YNM05,YNM05-3,TCLPM02,TCLPM02-5
LIMSLA,Leisure,LA2436,NB,LA2437,1/27/2025,1/31/2025,1...5..,320,328,J,LIM,11:55:00 p. m.,SLA,4:55:00 a. m.,W12Y162,3:00:00,1:00:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,CSPY,0,SPM2,0,0,0,HLDE,BF00,0,0,LIM,SH,Yes,0,0,0,0,0,2,X,,,,X,,,0,0,0,0,2,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM02,PCM02-6,YNM02,YNM02-3,TCLPM01,TCLPM01-3
LIMBSB,Leisure,LA2403,NB,LA2402,1/28/2025,1/31/2025,.23.5..,320,328,J,LIM,12:05:00 a. m.,BSB,6:45:00 a. m.,W12Y162,4:40:00,2:25:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDE,0,0,0,HLDE,HB00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,3,,X,X,,X,,,0,0,0,0,3,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-1,YNM04,YNM04-1,TCLPM02,TCLPM02-1
LIMCOR,Leisure,LA2365,NB,LA2364,1/28/2025,1/29/2025,.23....,320,328,J,LIM,12:30:00 a. m.,COR,6:05:00 a. m.,W8Y168,3:35:00,1:50:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDE,0,0,0,SS00,BF00,0,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,2,,X,X,,,,,0,0,0,0,2,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-1,YNM04,YNM04-1,TCLPM01,TCLPM01-1
PUJLIM,Leisure,LA2009,NB,LA2451,1/28/2025,1/28/2025,.2.....,319,319,J,PUJ,2:45:00 a. m.,LIM,6:40:00 a. m.,W8Y132,4:55:00,,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDR,0,0,0,HLDE,HB00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,1,,X,,,,,,0,0,0,0,1,LIM,0,0,0,0,0,W12Y126,Station,HUB,PCM03,PCM03-1,YNM04,YNM04-1,TCLPM02B,TCLPM02-1
SCLLIM,Corporate,LA2130,NB,LA2370,1/28/2025,1/31/2025,.2.45..,319,319,J,SCL,5:15:00 a. m.,LIM,7:00:00 a. m.,W16Y120,3:45:00,,REG,LP,SCL,No,No,CV,CV,CV,0,0,0,HBPY,0,HBE0,0,0,0,HBPY,BF00,0,0,LIM,SH,Yes,PEC,TRIP PEC,SCL-HBPY-0-CV-TRIP PEC,LIM,LIM,3,,X,,X,X,,,0,0,0,0,3,LIM,0,0,0,0,0,W12Y126,HUB,HUB,PCM03,PCM03-2,YNM04B,YNM04B-2,TCLPM01,TCLPM01-2
EZEGRU,Corporate,LA3676,NB,LA8137,1/28/2025,1/31/2025,.2..5..,321,31R,J,EZE,7:20:00 a. m.,GRU,10:15:00 a. m.,W12Y206,2:55:00,,REG,JJ,GRU,Yes,Yes,CV,CV,CV,0,0,0,CBPY,0,SAM2,0,0,0,HB00,0,0,0,GRU,LR,Yes,0,0,0,0,0,2,,X,,,X,,,0,0,0,0,2,GRU,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,W12Y206,Station,HUB,PCM02,PCM02-2,YNM02,YNM02-2,TCJJM01,TCJJM01-3
CORLIM,Leisure,LA2253,NB,LA2365,1/28/2025,1/29/2025,.23....,320,328,J,COR,7:55:00 a. m.,LIM,9:40:00 a. m.,W8Y168,3:45:00,,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,HBPY,0,HBER,0,0,0,HBPY,BF00,0,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-HBPY-0-CV-TRIP PEL,LIM,LIM,2,,X,X,,,,,0,0,0,0,2,LIM,0,0,0,0,0,W12Y162,Station,HUB,PCM03,PCM03-2,YNM04,YNM04-2,TCLPM01,TCLPM01-2
LIMUIO,Leisure,LA2383,NB,LA2382,1/28/2025,1/30/2025,.2.4...,320,328,J,LIM,8:50:00 a. m.,UIO,11:15:00 a. m.,W12Y162,2:25:00,1:00:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,CBPY,0,SAM2,0,0,0,HB00,BF00,0,0,LIM,LR,Yes,0,0,0,0,0,2,,X,,X,,,,0,0,0,0,2,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM02,PCM02-2,YNM02,YNM02-2,TCLPM01,TCLPM01-2
BSBLIM,Leisure,LA2456,NB,LA2403,1/28/2025,1/31/2025,.23.5..,320,328,J,BSB,9:10:00 a. m.,LIM,11:45:00 a. m.,W12Y162,4:35:00,1:20:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,HBPY,0,HBER,0,0,0,HBPY,SS00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-HBPY-0-CV-TRIP PEL,LIM,LIM,3,,X,X,,X,,,0,0,0,0,3,LIM,0,0,0,0,0,W12Y162,Caterer,HUB,PCM03,PCM03-2,YNM04,YNM04-2,TCLPM02,TCLPM02-2
GIGSCL,Leisure,LA8135,NB,LA8134,1/28/2025,1/31/2025,.2..5..,320,32S,J,GIG,11:30:00 a. m.,SCL,4:20:00 p. m.,W8Y168,4:50:00,12:55:00 a. m.,REG,JJ,GIG,Yes,Yes,CV,CV,CV,0,0,0,HLL0,0,HLDE,0,0,0,HLDL,SS00,0,0,GIG,SH,Yes,PEL,TRIP PEL,GIG-HLL0-0-CV-TRIP PEL,GRU,GIG,2,,X,,,X,,,0,0,0,0,2,GRU,0,0,0,0,0,W12Y162,Caterer,Caterer,PCM03,PCM03-3,YNM04,YNM04-3,TCJJM02,TCJJM02-4
LIMPUJ,Leisure,LA2451,NB,LA2450,1/28/2025,1/30/2025,.234...,320,328,J,LIM,12:00:00 p. m.,PUJ,6:00:00 p. m.,W8Y168,5:00:00,8:45:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,HLL0,0,HLDE,0,0,0,HLDL,SS00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-HLL0-0-CV-TRIP PEL,LIM,LIM,3,,X,X,X,,,,0,0,0,0,3,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-3,YNM04,YNM04-3,TCLPM02B,TCLPM02-3
LIMAUA,Leisure,LA2441,NB,LA2440,1/28/2025,1/30/2025,.2.4...,319,319,J,LIM,12:05:00 p. m.,AUA,5:15:00 p. m.,W12Y126,4:10:00,1:30:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,HLL0,0,HLDE,0,0,0,HLDL,SS00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-HLL0-0-CV-TRIP PEL,LIM,LIM,2,,X,,X,,,,0,0,0,0,2,LIM,0,0,0,0,0,W12Y126,HUB,HUB,PCM03,PCM03-3,YNM04,YNM04-3,TCLPM02,TCLPM02-3
UIOLIM,Leisure,LA2021,NB,LA2383,1/28/2025,1/30/2025,.2.4...,320,328,J,UIO,12:15:00 p. m.,LIM,2:30:00 p. m.,W12Y162,2:15:00,,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,CLL0,0,SPM2,0,0,0,HLDE,BF00,0,0,LIM,LR,Yes,0,0,0,0,0,2,,X,,X,,,,0,0,0,0,2,LIM,0,0,0,0,0,W12Y162,OP HUB,HUB,PCM02,PCM02-3,YNM02,YNM02-3,TCLPM01,TCLPM01-3
LIMSJO,Leisure,LA2409,NB,LA2408,1/28/2025,1/31/2025,.23.5..,320,328,J,LIM,12:45:00 p. m.,SJO,3:40:00 p. m.,W12Y162,3:55:00,1:20:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,HLL0,0,HLDE,0,0,0,HLDL,SS00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-HLL0-0-CV-TRIP PEL,LIM,LIM,3,,X,X,,X,,,0,0,0,0,3,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-3,YNM04,YNM04-3,TCLPM02,TCLPM02-3
LIMBOG,Leisure,LA2387,NB,LA2386,1/28/2025,1/30/2025,.2.4...,319,319,J,LIM,1:00:00 p. m.,BOG,4:10:00 p. m.,W8Y132,3:10:00,2:35:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,CLL0,0,SPM2,0,0,0,HLDE,BF00,0,0,LIM,LR,Yes,0,0,0,0,0,2,,X,,X,,,,0,0,0,0,2,LIM,0,0,0,0,0,W12Y126,HUB,HUB,PCM02,PCM02-3,YNM02,YNM02-3,TCLPM01,TCLPM01-3
LIMCUN,Leisure,LA2457,NB,LA2456,1/28/2025,1/31/2025,.2.45..,320,328,J,LIM,1:05:00 p. m.,CUN,6:35:00 p. m.,W8Y168,5:30:00,6:45:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,HLL0,0,HLDE,0,0,0,HLDL,SS00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-HLL0-0-CV-TRIP PEL,LIM,LIM,3,,X,,X,X,,,0,0,0,0,3,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-3,YNM04,YNM04-3,TCLPM02B,TCLPM02-3
GRUSCL,Corporate,LA8037,NB,LA8036,1/28/2025,1/30/2025,.2.4...,321,31R,J,GRU,1:20:00 p. m.,SCL,5:35:00 p. m.,W16Y200,4:15:00,1:05:00 a. m.,REG,JJ,GRU,No,No,CV,CV,CV,0,0,0,HLL0,0,HLD2,0,0,0,HLDL,SS00,0,0,GRU,SH,No,PEC,TRIP PEC,GRU-HLL0-0-CV-TRIP PEC,GRU,GRU,2,,X,,X,,,,0,0,0,0,2,GRU,0,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-3,YNM04B,YNM04B-3,TCJJM02,TCJJM02-4
GRUSCL,Corporate,LA8097,NB,LA8096,1/28/2025,1/28/2025,.2.....,320,32S,J,GRU,3:55:00 p. m.,SCL,8:10:00 p. m.,W16Y156,4:15:00,12:55:00 a. m.,REG,JJ,GRU,No,No,CV,CV,CV,0,0,0,SSPY,0,HLD2,0,0,0,HLDE,SS00,0,0,GRU,SH,Yes,PEC,TRIP PEC,GRU-SSPY-0-CV-TRIP PEC,GRU,GRU,1,,X,,,,,,0,0,0,0,1,GRU,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-4,YNM04B,YNM04B-3,TCJJM02,TCJJM02-4
SJOLIM,Leisure,LA2081,NB,LA2409,1/28/2025,1/31/2025,.23.5..,320,328,J,SJO,5:00:00 p. m.,LIM,9:40:00 p. m.,W12Y162,3:40:00,,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDR,0,0,0,HLDE,SS00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,3,,X,X,,X,,,0,0,0,0,3,LIM,0,0,0,0,0,W12Y162,Station,HUB,PCM03,PCM03-4,YNM04,YNM04-3,TCLPM02,TCLPM02-6
SCLGIG,Leisure,LA3599,NB,LA8135,1/28/2025,1/31/2025,.2..5..,320,32S,J,SCL,5:15:00 p. m.,GIG,9:30:00 p. m.,W8Y168,4:15:00,,REG,JJ,GIG,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDR,0,0,0,HLDE,SS00,0,0,GIG,SH,Yes,PEL,TRIP PEL,GIG-SSPY-0-CV-TRIP PEL,GRU,GIG,2,,X,,,X,,,0,0,0,0,2,GRU,0,0,0,0,0,W12Y162,HUB,Caterer,PCM03,PCM03-4,YNM04,YNM04-3,TCJJM02,TCJJM02-4
SCLGRU,Corporate,LA4545,NB,LA8037,1/28/2025,1/30/2025,.2.4...,321,31R,J,SCL,6:40:00 p. m.,GRU,10:40:00 p. m.,W16Y200,4:00:00,,REG,JJ,SCL,No,No,CV,CV,CV,0,0,0,SSPY,0,HLD2,0,0,0,HLDE,SS00,0,0,GRU,SH,Yes,PEC,TRIP PEC,SCL-SSPY-0-CV-TRIP PEC,GRU,GRU,2,,X,,X,,,,0,0,0,0,2,GRU,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-4,YNM04B,YNM04B-3,TCJJM02,TCJJM02-4
BOGLIM,Leisure,LA2190,NB,LA2387,1/28/2025,1/30/2025,.2.4...,319,319,J,BOG,6:45:00 p. m.,LIM,9:45:00 p. m.,W8Y132,3:00:00,,REG,LP,LIM,Yes,Yes,CV,CV,CD,0,0,0,CSPY,0,SPM2,0,0,0,HLDE,BF00,0,0,LIM,LR,Yes,0,0,0,0,0,2,,X,,X,,,,0,0,0,0,2,LIM,0,0,0,0,0,W12Y126,OP HUB,HUB,PCM02,PCM02-4,YNM02,YNM02-3,TCLPM01,TCLPM01-3
AUALIM,Leisure,LA2011,NB,LA2441,1/28/2025,1/30/2025,.2.4...,319,319,J,AUA,6:45:00 p. m.,LIM,9:50:00 p. m.,W12Y126,4:05:00,,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDR,0,0,0,HLDE,SS00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,2,,X,,X,,,,0,0,0,0,2,LIM,0,0,0,0,0,W12Y126,Station,HUB,PCM03,PCM03-4,YNM04,YNM04-3,TCLPM02,TCLPM02-6
LIMEZE,Leisure,LA2376,NB,LA2375,1/28/2025,1/31/2025,.2.45..,319,319,J,LIM,8:25:00 p. m.,EZE,2:45:00 a. m.,W12Y126,4:20:00,1:10:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,HDL0,0,HLDE,0,0,0,HLDL,BF00,0,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-HDL0-0-CV-TRIP PEL,LIM,LIM,3,,X,,X,X,,,0,0,0,0,3,LIM,0,0,0,0,0,W12Y126,HUB,HUB,PCM03,PCM03-5,YNM04,YNM04-3,TCLPM01B,TCLPM01B-3
SCLGRU,Corporate,LA8004,NB,LA8097,1/28/2025,1/28/2025,.2.....,320,32S,J,SCL,9:05:00 p. m.,GRU,1:05:00 a. m.,W16Y156,4:00:00,2:50:00 a. m.,REG,JJ,SCL,No,No,CV,CV,CV,0,0,0,HDL0,0,HLD2,0,0,0,HLDL,SS00,0,0,GRU,SH,Yes,PEC,TRIP PEC,SCL-HDL0-0-CV-TRIP PEC,GRU,GRU,1,,X,,,,,,0,0,0,0,1,GRU,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-5,YNM04B,YNM04B-3,TCJJM02,TCJJM02-4
GRUMVD,Leisure,LA8119,NB,LA8016,1/28/2025,1/31/2025,.2..5..,321,31R,J,GRU,9:40:00 p. m.,MVD,12:20:00 a. m.,W12Y206,2:40:00,4:45:00 a. m.,REG,JJ,GRU,Yes,Yes,CV,CV,CV,0,0,0,CDL0,0,SPM2,0,0,0,HLDE,0,0,0,GRU,LR,Yes,0,0,0,0,0,2,,X,,,X,,,0,0,0,0,2,GRU,0,0,0,0,0,W12Y206,HUB,HUB,PCM02,PCM02-5,YNM02,YNM02-3,TCJJM01,TCJJM01-6
